mES_2i_LIF_r3	mES_2i_LIF_r2	mES_2i_LIF_r1	mES_2i_r1	mES_2i_r2	mES_2i_r3
2961	3573	3920	4477	3897	2650
571	642	536	522	541	457
1	3	1	4	1	2
7	8	2	2	9	7
1278	1885	1592	221	459	342
131	151	131	207	206	139
0	1	0	3	0	0
211	342	251	350	402	211
394	498	400	402	432	304
0	0	1	3	0	0
82	97	60	50	78	111
1469	1716	1525	1451	1584	1186
48	43	37	46	51	38
422	486	424	423	479	370
15	15	20	19	22	6
158	233	222	188	227	139
2	3	5	6	0	4
1300	1879	1702	2126	1837	1196
5	2	8	5	10	3
1330	1691	1781	1834	1546	1182
0	4	0	1	2	1
5873	6536	6514	6586	5997	4697
0	0	4	1	0	0
0	1	0	0	1	1
97	134	117	149	203	122
10	7	8	13	6	13
263	385	330	380	415	325
20	26	7	8	14	13
133	146	127	101	112	101
0	0	1	0	0	1
27	40	53	48	16	16
0	0	0	2	1	0
350	455	473	507	499	339
3026	2946	3136	2467	2706	2108
921	995	1027	995	976	677
136	166	150	101	178	123
15	23	32	81	79	55
353	386	419	340	389	297
4701	6317	5961	5693	5577	3364
690	765	760	744	835	675
56	108	101	141	138	82
7	2	7	22	20	11
719	933	896	982	937	723
66	71	92	144	115	79
263	319	280	287	301	238
0	1	0	0	1	0
628	883	834	871	800	535
454	639	607	580	557	377
528	694	706	781	636	443
905	1235	1009	830	826	637
191	150	208	237	237	189
455	568	587	560	582	482
3594	4292	4333	3861	3955	3107
156	189	215	194	200	148
733	881	878	951	902	651
77	77	57	33	35	32
227	321	189	275	271	222
79	111	83	95	120	79
5	18	9	7	8	2
809	886	883	888	924	651
1701	2131	1880	2302	2024	1624
206	212	237	202	235	202
5426	5716	6223	6069	6137	4973
0	1	1	0	0	0
743	767	961	975	710	562
459	495	592	625	614	447
35	25	54	29	43	41
9	14	4	13	10	11
0	0	0	0	1	0
885	1463	1212	1336	1292	802
9	12	12	15	6	9
1191	1478	1399	1598	2000	1284
4	4	7	3	4	3
163	188	236	226	211	185
1	4	3	4	10	7
3	5	9	18	7	4
2194	2942	2610	2940	2923	2129
515	564	768	752	766	545
2	2	9	9	9	8
1940	2249	1952	2910	2645	1925
0	0	1	1	0	0
494	445	476	551	591	515
869	949	822	885	941	765
156	193	164	245	257	148
106	107	91	114	108	117
2865	3269	3427	3659	3516	2578
2034	2749	2464	2403	2236	1663
1	1	2	1	0	0
548	636	635	664	573	493
144	166	114	123	114	87
0	3	1	1	2	0
1	2	6	6	4	1
830	865	964	1185	1059	761
82	69	103	141	127	83
337	444	528	930	632	382
0	0	1	0	0	0
59	133	116	164	128	61
199	216	218	274	250	181
202	226	237	189	218	191
93	161	170	200	176	93
357	428	440	414	414	327
65	64	78	81	95	70
0	0	1	0	0	0
7805	8648	9549	9871	7922	6219
360	396	375	775	652	469
5579	6464	5523	5333	6756	5090
4	2	2	0	3	1
18156	20712	17697	18529	18265	14431
937	1604	1484	1455	1468	854
1106	1441	1314	1300	1278	807
418	508	558	510	530	330
117	185	114	112	121	80
0	0	1	1	2	2
30	34	29	35	39	20
10	4	1	12	14	9
3	3	3	3	4	5
348	502	499	567	550	351
18	21	26	24	33	19
153	151	111	190	181	188
8	9	11	4	9	11
1254	1769	1699	1715	1626	1122
291	408	420	508	475	288
1217	1528	1562	1585	1612	1114
5	6	7	13	15	8
1	0	2	3	4	3
0	0	0	0	1	0
0	0	0	1	0	0
0	0	1	0	0	0
1	0	0	1	1	0
0	0	0	0	0	1
109	150	124	147	154	101
1700	2326	2022	1802	1984	1411
141	128	111	122	119	112
49	62	35	48	73	36
253	282	241	242	273	238
221	328	206	271	324	201
572	768	807	1089	1020	678
37	41	55	61	49	45
471	629	579	666	540	382
696	991	1000	1065	961	568
5914	7843	7110	7646	6538	4802
894	933	881	995	921	753
1793	2301	2328	1389	1207	982
51	81	93	90	70	49
0	2	0	0	0	0
448	520	518	520	509	395
1142	1471	1340	1337	1354	961
127	114	103	157	132	91
909	1094	1002	1186	1027	781
36	52	33	81	72	35
1848	2088	2232	2076	1992	1667
1464	1695	1467	1538	1688	1237
1815	3038	3356	3451	2560	1646
25	42	17	63	42	21
374	669	653	615	657	417
3603	3858	4301	3781	3459	2982
13	21	24	10	15	17
1421	2076	1914	2063	2046	1251
6	2	2	1	3	3
867	1094	949	910	848	644
37	91	37	69	98	64
9	19	17	17	13	18
1533	1804	1822	2033	1849	1359
478	593	535	502	554	387
561	907	799	800	770	437
0	1	1	1	2	2
146	120	143	75	69	65
42	64	54	37	53	43
8	4	4	2	5	6
1306	1567	1453	1419	1412	1144
3319	4810	4863	5478	4911	2942
11	10	11	14	15	20
1921	2356	2360	2863	2912	2267
241	302	317	397	474	262
404	497	462	467	486	370
76	100	104	82	53	53
137	140	126	151	190	109
2	0	4	2	0	0
6	9	4	10	7	8
0	1	0	0	0	0
0	0	1	0	0	1
2355	3046	2185	1545	2070	1580
1801	2549	2268	1883	2248	1495
892	1333	1411	1386	1223	741
213	244	240	309	252	209
878	1046	1176	1226	1232	942
200	192	164	133	166	159
130	257	164	196	221	119
12	23	26	26	42	33
5	1	7	3	3	5
36	57	95	165	147	92
399	522	474	693	654	445
208	377	363	432	390	183
603	708	699	611	687	580
651	921	1023	1012	979	647
614	633	610	624	595	557
1188	1648	1316	1146	1213	976
157	151	158	187	189	166
563	721	707	790	712	545
439	597	507	453	456	299
1543	1766	1715	1657	1764	1390
51	53	38	40	37	24
165	144	197	298	258	179
2	0	0	0	0	0
256	252	262	309	278	265
229	211	234	214	214	188
52	63	90	139	155	132
720	865	756	802	749	601
7	6	4	7	15	13
12	8	6	21	11	7
323	489	484	536	457	306
0	1	0	0	0	0
1697	2027	1810	1795	1710	1322
290	481	452	501	492	279
786	807	857	1019	942	776
2171	2589	2620	2637	2387	1806
35	38	34	49	41	36
8	2	2	1	0	7
0	0	1	2	1	0
2379	2897	2796	2944	2541	1817
6	11	8	12	10	6
171	331	282	340	336	165
1168	1403	1348	1406	1243	928
124	122	212	433	515	284
2	1	1	1	3	0
1282	1527	1417	1482	1557	1169
2	8	5	3	6	2
732	943	829	1075	992	657
45	36	42	56	35	36
1527	1580	1995	2327	2693	1894
3250	4832	4223	4247	4427	2675
2318	2304	2443	2422	1983	1663
85	125	104	105	109	86
3	0	0	0	2	0
816	1212	1170	1344	1202	786
12	7	6	37	26	23
5	0	0	1	1	1
7	5	12	4	3	3
4335	4621	4466	4497	4358	3511
4210	5136	4950	4274	4364	3336
2539	2963	2787	2798	2928	2286
1	0	3	4	1	2
323	407	372	374	360	309
18	9	12	14	13	12
759	1079	1034	929	952	670
5887	6531	5315	3877	4966	4015
46	27	34	42	32	26
58	19	162	121	10	83
6759	8292	7731	7692	7930	6072
18506	22626	22337	22869	20030	14872
9665	11507	9986	10698	10545	7828
109	114	132	145	126	97
0	0	1	1	1	0
2359	2918	3252	3255	3092	2130
1960	2223	2316	2457	2490	1841
0	2	2	10	8	4
0	0	0	2	1	0
26	42	25	33	53	39
4	4	3	1	7	5
339	542	551	447	554	337
10	14	18	7	5	9
8	15	30	11	15	10
78	88	60	16	32	17
455	503	469	506	634	477
515	730	746	781	784	569
13	13	18	24	18	17
18	26	22	46	23	20
672	948	1075	1427	1212	679
24	53	82	69	77	25
106	126	121	120	85	89
2493	2774	2871	2536	2604	2069
391	452	365	335	379	224
6	14	12	19	13	12
2763	3588	3525	3179	3047	1965
0	0	0	0	1	0
0	2	1	2	1	0
463	408	482	460	393	380
121	111	132	124	135	86
579	688	576	586	656	515
8	2	0	4	12	0
0	2	3	3	1	2
122	131	122	197	128	109
897	940	1219	1102	1034	848
4060	4966	5008	5177	4146	3263
864	778	879	967	896	807
32	32	57	70	77	44
1481	1719	1828	1843	1803	1428
287	341	345	362	357	236
3861	4022	4158	4100	3466	2829
0	0	1	0	0	0
0	0	0	1	0	0
0	1	0	0	0	0
0	0	0	0	2	0
3	1	1	4	0	2
0	0	0	0	0	1
0	0	0	0	0	2
1	0	1	0	0	0
0	0	0	1	0	0
0	1	1	0	0	0
3	0	1	2	4	4
1	0	0	0	0	0
0	0	0	1	0	0
0	0	0	0	2	0
0	1	0	0	0	0
0	0	1	0	0	1
0	0	0	0	1	0
4	5	4	2	10	2
1	4	1	2	6	4
4908	5334	5336	4863	4500	3762
52	89	90	82	101	64
12	16	17	15	15	11
11	25	34	13	17	13
7	7	8	4	4	8
10	11	5	6	7	7
18	25	13	16	16	13
7	10	12	9	9	9
2	1	2	5	0	1
15	13	23	18	20	10
6	12	5	8	7	13
11	31	15	14	17	17
16	29	24	25	24	7
11	6	10	7	3	7
14	15	14	2	12	6
53	40	52	33	32	42
23	30	32	19	23	16
31	57	48	32	43	26
73	63	103	28	42	50
325	419	366	319	584	376
6	14	23	7	5	8
13	18	29	13	11	13
4325	5294	4838	4621	4332	3405
884	937	876	808	895	712
9	8	13	23	8	9
120	119	120	85	110	72
2	6	6	11	4	4
55	83	94	164	137	68
458	544	595	711	604	519
461	617	628	677	578	437
1172	1381	1298	1345	1393	1114
782	918	942	962	936	747
110	43	252	200	101	120
5	10	18	74	23	13
134	115	136	209	217	151
190	240	316	460	402	246
481	496	576	679	707	496
0	0	1	3	3	0
75	65	53	22	41	21
15	37	22	43	28	16
0	0	0	0	0	1
3517	4546	4581	4941	4380	3112
2208	3212	3210	3564	3083	2079
1	1	3	11	2	2
7135	8891	8048	7863	7700	5659
1	1	0	3	0	1
9	10	17	19	19	8
80	106	187	310	153	87
298	281	253	349	354	235
0	1	2	5	1	0
3	0	3	0	0	0
0	0	1	0	0	0
17	24	23	5	6	8
4292	5755	4858	3675	3829	2609
186	219	200	202	340	296
369	518	526	598	534	313
25	48	62	49	49	42
29	35	27	198	141	65
476	696	773	810	735	508
266	248	308	370	247	188
613	747	681	715	675	520
19	22	17	7	11	4
963	1124	993	998	1027	794
2992	3436	3855	3174	3013	2588
314	413	229	200	334	340
498	642	601	683	608	443
250	273	301	275	345	285
3	5	4	1	3	0
825	885	712	644	669	624
712	861	682	688	812	642
103	66	58	126	118	83
37	25	29	41	46	42
1850	2280	2344	2408	2541	1802
241	293	339	330	288	192
1158	1860	1556	1291	1446	921
74	92	77	46	71	47
1345	1635	1399	1517	1518	1146
1	1	0	0	3	3
0	0	1	0	0	0
1252	1396	1567	1469	1312	1144
0	0	0	0	1	0
7	7	9	9	9	3
2436	3182	2867	2316	2354	1801
90	80	82	173	154	145
468	635	559	537	841	608
1	6	0	2	2	6
902	1150	1255	1595	1194	861
427	534	478	550	555	387
3	4	7	16	10	3
7	12	9	15	20	8
1050	1094	1072	1273	1456	1217
952	1038	1125	1097	1034	790
0	0	0	2	0	1
17431	17996	17406	17305	16649	14229
13	15	21	17	21	15
50	68	81	64	71	65
1930	2233	2364	2383	2508	1781
0	0	1	6	4	0
1131	1302	1422	2242	1872	1255
4	24	19	50	48	9
0	0	0	0	1	0
240	299	215	221	276	215
0	0	3	3	3	0
1	0	0	0	2	2
0	3	7	3	1	5
1	0	0	0	0	0
48	80	72	75	125	62
688	798	788	833	821	618
1184	1249	1308	1277	1219	1087
0	1	0	0	0	0
6	2	3	0	1	2
567	762	618	514	520	357
6640	6867	9809	7421	7350	5709
5	6	8	9	8	9
8648	9875	9074	8070	8587	6919
0	0	0	0	1	0
81	122	77	33	86	71
98	180	210	65	154	75
245	463	200	35	149	126
79	137	54	12	39	33
0	0	0	1	0	0
669	926	878	774	813	530
351	428	384	222	247	195
5	8	5	2	1	1
102	179	207	186	167	97
4	5	1	2	2	3
5471	6224	5786	5591	5796	4609
4	1	2	4	1	2
128	191	232	269	227	124
439	640	670	653	589	376
15	28	29	18	14	37
1	0	1	1	2	0
6	5	2	7	2	1
35	32	58	53	26	42
0	4	0	0	0	1
1560	1967	1916	2010	1910	1405
1	1	3	10	2	1
365	405	247	152	209	179
538	601	590	463	518	413
1	6	3	3	6	3
2383	2393	2528	2480	2761	2217
421	437	482	486	475	342
2	6	1	12	6	12
48	116	88	76	101	43
385	510	483	504	508	439
5726	6796	6896	6463	5717	4545
5	11	5	1	1	0
433	404	415	410	398	303
1	0	0	0	0	1
266	413	348	397	348	240
1151	1108	1349	2109	2188	1660
0	0	1	1	3	5
254	313	327	343	319	211
0	0	0	1	1	1
2	3	7	4	1	1
2224	2678	2475	2517	2401	1908
78	108	73	28	112	118
103	113	150	239	202	189
122	187	86	51	80	90
597	664	524	417	513	443
318	269	235	138	191	215
2864	3010	2433	2075	2508	2119
100	93	48	16	25	18
1018	1257	1093	1264	1359	925
2147	2581	2733	2419	2379	1839
20	15	11	19	33	28
271	322	311	472	469	396
341	454	413	571	479	333
300	368	321	372	371	329
1130	1336	1345	1276	1316	944
1760	2149	2028	2095	2306	1667
2528	3575	3107	3054	3148	2115
44	48	49	53	74	76
417	588	599	554	598	397
1574	1707	1644	1626	1756	1330
26	52	42	18	59	31
1042	1417	1420	1549	1460	1168
54	84	55	33	46	35
0	0	0	2	1	0
257	358	340	376	324	238
0	1	1	2	4	1
528	619	602	593	678	474
407	476	454	534	557	415
1	2	6	9	3	1
621	875	840	1152	971	622
781	935	795	994	1059	747
85	135	84	125	113	83
1067	1251	1156	1469	1527	1077
1	0	1	3	0	0
166	161	184	213	322	246
0	0	0	0	0	1
780	816	878	992	840	746
1286	1558	1655	1729	1617	1173
567	715	606	602	751	513
8	2	7	6	9	4
27	31	29	101	98	81
577	685	501	466	568	486
26	13	36	15	14	12
6414	7414	9025	7089	7279	5711
264	352	384	393	361	252
471	515	446	426	522	404
1814	1505	1219	868	1212	1269
225	204	190	134	134	122
53	26	41	31	27	29
679	926	878	978	975	647
1	0	0	2	0	0
197	228	244	185	199	167
24	24	16	33	39	36
11	5	5	6	1	13
1967	2561	2101	2130	2353	1748
52	48	21	1	0	3
1	3	3	4	0	0
78	92	137	207	122	88
912	1328	1276	1483	1308	832
585	580	535	537	649	572
16616	19165	17612	17606	18392	14409
36	39	47	55	46	55
264	421	449	475	487	253
0	2	1	0	1	0
10	4	8	6	5	5
28	39	45	100	75	48
172	207	204	220	373	186
1334	1562	1490	1415	1602	1247
1075	1216	1339	1302	1314	1018
2599	2760	2457	2637	3080	2512
230	234	222	211	279	230
1	0	1	0	1	0
75	96	112	101	74	52
0	2	0	2	0	2
1243	1355	1417	1402	1308	1020
5	4	13	5	6	3
557	557	587	666	636	490
531	894	912	1486	1566	909
3	2	0	1	3	2
147	182	91	146	174	171
506	694	601	646	668	422
681	1038	755	544	497	338
50	51	71	51	52	44
49	62	83	40	62	22
633	690	720	683	649	531
3	0	1	0	0	1
2582	2890	2492	2445	2524	1912
0	0	1	4	1	1
4	2	3	6	4	4
1030	1094	1156	1276	1255	991
2767	2840	2693	1774	1556	1435
129	145	143	275	280	210
0	1	0	0	1	1
0	0	2	2	1	2
56	81	17	1	3	10
514	569	626	576	580	478
246	310	341	319	342	205
4	0	3	1	4	0
858	1114	1050	1123	1009	783
136	172	193	163	142	103
334	365	366	329	336	273
760	879	854	800	810	677
1596	2628	1881	1106	1495	877
12	10	18	23	19	11
0	1	0	0	0	0
2349	3011	2668	2947	2725	2027
821	1003	795	670	800	583
314	439	340	362	336	262
1045	1259	1275	1288	1204	906
1063	1486	1050	1001	1067	874
171	287	213	174	235	150
532	587	608	538	530	443
9	14	19	11	11	7
23	21	15	10	16	18
1	5	1	0	0	1
48	42	26	34	39	32
0	0	1	0	0	0
2	1	0	2	3	3
7	4	4	11	1	5
1406	1695	1720	1539	1668	1316
446	506	494	552	531	431
452	454	378	333	388	290
77	52	80	58	62	68
256	342	384	323	299	205
20	30	37	39	21	6
321	373	411	409	430	331
271	404	380	334	337	251
35	37	28	26	18	19
0	0	0	1	0	0
1093	1153	1158	1114	1132	857
6	9	14	27	13	8
324	335	357	330	331	228
15	20	24	15	11	16
3	6	5	10	10	6
6395	7516	6848	6848	6966	5564
404	529	545	487	457	299
4	7	4	0	1	1
10	12	9	5	9	7
20	19	32	23	25	24
38	43	61	66	66	43
926	1102	1071	1254	1285	821
1558	2434	2527	3054	2826	1445
59	109	120	98	94	68
5	6	0	3	3	1
0	0	0	0	0	2
350	311	411	422	480	384
94	159	197	208	222	94
274	239	258	280	243	216
3	1	0	0	0	0
250	282	277	269	181	206
19	15	15	8	9	18
103	143	159	229	221	133
48	58	85	57	52	31
871	1116	1078	979	1132	673
507	625	626	689	816	501
7	6	12	7	9	9
146	190	182	247	264	164
94	148	138	433	282	117
113	166	187	219	205	114
108	84	113	105	103	95
2043	2466	2400	2391	2297	1782
44	67	76	121	72	34
744	739	770	832	861	732
0	0	0	1	0	0
98	134	136	115	142	102
0	0	0	1	0	0
45	50	60	34	39	25
11	11	17	16	8	5
7	15	13	12	10	6
178	167	182	136	180	132
3	3	6	6	2	5
906	1001	1105	1131	1020	828
246	295	297	430	301	251
127	228	200	296	264	160
12538	13825	13280	13294	12369	10360
67	109	63	48	36	59
0	0	3	0	1	0
1623	1660	1863	1848	1832	1480
1284	1521	1512	1496	1439	1090
4719	4820	5198	4947	4481	3790
43	65	50	37	59	32
1850	2036	2046	1918	2005	1492
154	188	213	205	258	158
6	8	15	13	6	5
196	300	389	383	414	238
201	227	235	195	226	179
3	4	9	8	8	3
98	114	109	72	92	82
155	156	184	148	170	133
12688	13640	12902	13305	12545	10226
10	21	34	25	18	11
6	6	13	7	11	2
3	2	6	1	0	1
31	33	26	63	43	31
879	836	992	911	793	607
649	632	724	721	700	600
441	540	525	479	436	303
127	202	167	200	205	165
805	1011	1006	875	840	635
354	434	409	403	389	288
2	0	2	0	2	2
44	68	80	60	42	27
5	6	6	5	6	5
18	29	27	18	16	11
765	925	891	778	731	517
390	464	515	449	427	343
0	7	2	5	1	2
20	42	40	34	28	22
1032	1160	1067	1099	1067	892
9	8	10	0	2	1
1641	1843	1791	1824	1830	1434
3	4	5	9	3	3
932	1040	1026	790	777	632
393	574	660	628	443	323
641	795	764	808	821	661
5447	6333	7293	6535	6628	5210
226	229	271	282	226	206
142	178	168	132	174	94
202	207	224	199	175	171
0	0	0	0	4	0
3	0	0	1	1	0
269	280	327	268	269	188
862	929	873	926	998	854
22	17	17	11	14	12
73	43	37	48	45	67
271	308	344	328	292	204
111	135	136	132	126	104
243	336	348	346	315	240
2	4	6	0	6	2
46	19	25	28	26	34
1	1	2	2	1	0
190	319	305	233	191	123
1053	1345	1283	921	942	635
2913	3644	3557	3627	3509	2396
1660	2145	2339	2377	2422	1566
998	1316	1288	1298	1031	701
178	222	258	230	310	225
8066	8573	7509	7586	7915	6749
56	45	65	46	31	46
487	451	721	847	422	406
74	115	91	111	78	73
0	0	0	1	0	0
84	138	134	95	62	56
41	70	34	46	39	19
612	697	672	653	695	543
444	445	504	501	474	355
139	205	191	160	217	121
8	4	5	6	5	4
12	14	9	9	7	1
96	144	138	112	114	82
194	263	251	257	193	153
2023	2867	2578	2490	2220	1549
2450	1533	1530	2997	2472	2069
762	858	1002	929	780	550
455	602	546	535	524	449
166	164	164	120	152	111
71	83	106	66	48	71
47	59	39	41	32	34
81	72	87	71	53	55
8248	8913	8334	8672	8169	6771
46	41	35	29	60	37
15	24	18	10	6	6
1242	1373	1394	1344	1227	1038
2137	2486	2457	2433	2146	1721
2770	3497	3396	3092	3163	2313
2476	2625	2577	3941	3974	2917
1174	1316	1275	1342	1239	979
951	996	945	1218	1159	887
910	1040	969	1098	1147	822
821	1003	888	1077	1153	873
756	1021	838	1021	1051	688
123	159	138	193	205	123
6	6	7	1	1	2
2333	3087	3406	3955	3284	2451
1244	1237	1308	1248	1381	1075
5	5	2	6	5	1
562	732	712	666	679	454
2469	3191	3074	2668	2917	2135
74	63	54	68	63	44
89	112	95	118	124	81
367	423	467	405	454	306
884	995	894	788	902	740
80	78	85	64	71	40
805	1254	1004	1114	1144	734
9897	11360	10697	10392	9201	7347
303	341	427	879	573	344
414	423	448	483	474	372
27	57	36	28	25	22
10013	9952	9377	8667	7804	7031
368	375	470	513	451	347
163	185	186	196	200	173
2	5	3	1	1	1
808	982	860	773	846	629
2369	2592	2473	2362	2472	2056
362	384	356	341	375	252
23	13	28	17	18	7
262	308	288	239	283	182
4301	4830	4437	3937	4428	3398
1048	1112	1096	1064	1043	828
12523	14916	13852	13285	14458	11291
2370	4283	4899	2426	2695	1466
301	356	345	347	422	281
6352	7531	7024	6929	6079	4929
6427	7855	8429	8981	8229	6523
1	2	3	3	4	2
46	56	97	55	39	28
1	4	5	8	2	0
2375	2657	2019	2442	2818	2127
1128	1356	1060	1027	1210	926
1884	2183	2073	2147	2033	1685
155	186	207	192	224	166
42	23	41	778	180	133
10	6	10	18	6	3
57	56	39	120	65	50
2	2	1	4	1	0
3	8	4	2	1	4
408	409	514	490	475	354
1048	1289	1293	1259	1388	991
50	49	64	55	69	56
153	165	178	164	172	116
63	57	71	63	57	44
235	275	186	174	248	198
14483	16642	15889	14976	15848	12421
6	7	9	17	7	8
13	14	9	5	5	8
227	242	222	276	238	136
1	0	0	0	0	3
1	5	0	4	2	4
2	0	0	0	1	1
223	300	305	354	287	200
139	150	202	224	194	141
3164	3201	3404	3501	3367	2988
0	0	0	0	0	1
0	0	1	0	3	0
998	1083	1137	1222	1093	1028
20	17	34	61	51	59
0	0	0	1	2	0
0	1	0	0	1	0
1	0	0	0	0	0
1	2	1	0	2	1
8	14	6	40	17	11
0	0	0	0	5	0
0	0	0	1	0	0
0	0	0	0	1	0
0	1	2	2	1	1
633	640	602	704	709	626
747	1071	1260	1498	1658	1025
0	0	1	0	1	1
970	1180	1132	1073	1120	782
653	934	905	993	911	570
0	1	0	0	0	0
0	0	0	1	0	0
0	0	0	0	1	0
0	1	0	0	0	0
1	0	0	0	0	0
7	6	4	0	0	0
17	34	14	18	13	12
426	480	398	759	690	644
0	0	0	1	0	0
1	0	0	1	2	0
591	655	650	674	670	506
1	3	0	2	1	4
4	4	1	0	1	1
22	24	12	1	1	5
1516	1591	1559	2910	2613	1851
1768	2476	2450	2364	2245	1567
401	460	473	574	555	393
339	412	399	467	515	333
8	23	9	1	8	8
540	773	729	721	854	517
1	1	0	0	1	0
459	538	521	729	784	495
151	276	194	188	270	150
332	365	373	315	338	279
4	19	9	8	11	1
1407	1739	1432	1116	1318	1080
146	223	159	131	186	135
519	484	480	555	553	511
524	511	536	552	581	454
3	12	8	1	11	8
0	0	3	3	0	1
151	114	137	63	104	130
0	0	4	1	2	2
0	0	0	0	0	1
1	1	4	5	2	8
831	1012	939	1124	915	724
0	0	1	1	1	0
298	347	414	448	435	346
227	208	208	259	257	220
680	829	1114	2258	1566	1052
4	8	5	2	2	4
1893	1955	2039	2104	2012	1808
1931	2525	2522	2601	2313	1671
1	0	0	0	1	0
384	471	571	545	531	395
4	2	4	3	7	4
56	42	49	38	73	90
4746	5341	5020	4301	4632	3654
253	258	283	339	324	296
199	248	183	157	290	197
120	103	135	90	142	100
0	0	1	0	0	1
0	0	2	0	1	0
5	14	6	7	7	4
1	1	0	0	2	0
408	489	517	560	440	372
1	2	3	4	2	2
352	417	458	359	414	283
206	369	149	149	232	190
14	39	17	19	23	17
7	21	19	3	6	10
136	143	136	288	251	231
31	60	71	85	68	46
1	0	0	0	0	0
4125	4825	4880	5220	4753	3790
66	95	123	144	107	79
227	257	183	126	202	212
146	135	138	72	59	62
1	3	3	5	0	1
43	42	48	37	69	42
1378	2013	1697	2118	2062	1385
94	124	75	86	118	62
1444	1476	1328	1308	1573	1207
135	217	165	201	261	160
2	3	4	9	10	10
5	8	7	7	11	19
84	131	112	121	112	99
0	6	5	9	4	5
490	740	699	759	738	514
622	834	710	993	1172	819
27	44	38	47	50	51
445	720	798	805	720	425
200	203	205	230	216	202
1	1	0	9	3	4
1	0	0	1	1	1
452	576	414	563	817	758
1488	1646	1795	2238	2331	1618
7	3	15	5	4	10
6	9	9	0	7	7
3	4	0	4	0	1
1202	1344	1413	1448	1236	967
0	0	1	0	0	0
3	4	0	4	6	4
306	341	329	425	410	278
56	24	29	48	52	54
203	261	218	296	298	216
7	5	9	12	14	11
450	526	606	773	701	508
1034	1474	1592	2499	1938	1210
8	13	8	15	15	18
54	59	53	57	73	61
22	16	28	32	23	10
0	1	2	0	0	0
0	1	0	0	0	0
4	0	4	3	3	0
75	65	84	58	101	92
0	0	0	1	0	0
3	9	9	6	7	8
25	30	39	62	57	57
27	21	22	37	15	25
0	0	0	0	0	1
1	0	0	0	0	0
0	0	0	1	0	0
1	1	1	0	0	1
1	3	5	2	3	3
437	568	613	636	670	406
2883	4556	5469	5396	4564	2608
0	0	2	1	5	9
271	281	332	291	335	270
0	0	1	0	0	0
84	86	109	110	99	78
28	29	30	28	35	22
3	3	2	2	3	4
3823	4811	4564	5635	5146	3629
5	15	18	15	15	6
1636	2213	2201	2238	2221	1392
78	103	96	77	89	62
978	1055	1063	1309	1269	927
1545	2218	1729	2007	1980	1341
2737	3668	3735	3914	3322	2342
217	250	191	169	192	130
321	334	390	399	297	228
0	0	0	0	0	2
2	0	0	0	0	0
3983	4868	4306	3141	3456	2509
2600	3074	2931	2838	2940	2383
2	2	12	6	5	0
1	4	5	1	0	3
0	0	0	0	1	0
511	643	681	824	671	487
2	1	1	0	1	0
688	904	705	516	668	469
294	420	244	155	197	141
1665	1881	1822	1817	1802	1306
84	149	162	115	111	82
9914	12415	12199	12905	10790	8124
1	2	7	3	2	3
0	0	1	0	0	0
1	0	0	1	1	0
0	0	2	0	0	0
2	3	2	9	6	3
5	11	4	4	13	10
652	796	694	783	912	685
193	222	175	121	123	99
592	724	748	721	654	491
72	68	61	73	73	62
0	0	0	1	0	0
1	0	0	0	0	1
123	147	187	213	179	127
678	747	944	1117	924	733
10	11	9	12	6	9
1	0	0	0	0	0
0	1	1	1	0	0
0	0	0	1	0	0
1844	2224	2326	2864	2477	1675
4	5	6	7	4	2
811	968	860	977	968	667
3	5	6	4	5	4
1122	1516	1594	1797	1498	941
19	31	35	24	28	13
82	92	109	135	110	69
2992	2976	3239	3236	2955	2283
748	871	783	825	855	615
575	652	577	626	660	533
224	281	288	237	277	198
1047	1302	1167	976	1040	808
222	264	263	201	217	117
0	0	1	0	0	0
11	10	8	5	10	9
5	1	1	5	3	2
162	179	148	152	159	131
730	776	647	725	707	561
1053	1335	1351	1286	1088	742
216	364	399	519	427	171
243	364	360	384	329	294
19	14	23	16	10	6
1	2	4	3	1	2
24	13	25	25	26	14
269	398	456	473	416	285
2	1	3	2	0	0
1	2	1	3	1	2
241	270	262	221	235	165
7	2	5	0	0	0
29	18	47	18	24	18
2410	2696	2708	2300	2218	1763
1	2	4	1	1	0
667	913	753	790	864	561
109	144	159	165	132	81
446	544	463	557	534	392
50	42	54	55	49	55
23	25	18	32	29	46
708	916	740	728	718	501
14	28	15	30	19	16
3	0	0	1	1	3
433	577	481	452	535	434
699	802	840	933	845	669
270	286	267	253	279	228
412	515	570	545	559	462
216	366	197	274	341	207
19	16	17	19	22	15
14777	19335	15247	16271	18666	13967
1	1	2	1	0	1
5169	6514	4494	4679	4943	3997
3	0	1	5	3	3
4	6	7	16	10	9
1078	1224	1365	1313	1342	1074
996	1171	1208	1213	1091	861
4	1	0	4	3	1
1507	2165	2282	2330	2161	1352
120	183	110	76	125	60
661	709	720	628	649	530
1001	1170	1123	1145	1100	858
405	559	705	1076	699	498
20	29	23	11	12	15
157	239	197	123	138	93
5	6	8	5	3	2
8	35	23	4	4	4
2	2	6	11	12	1
568	667	568	616	586	412
144	134	143	145	154	109
200	209	241	240	231	205
87	104	125	137	130	95
1	3	4	9	11	3
1866	2065	2055	2124	2061	1667
5039	4848	4752	5425	5537	5010
17	25	38	40	55	23
496	467	477	441	495	415
126	167	160	128	128	95
3180	3804	3607	3516	3504	2331
4591	5451	5130	4457	4343	3371
10435	11462	11584	11998	10777	8282
0	2	3	5	1	0
